time_of_day,weather_severity,active_sensors,historical_flow,is_congested
17,4,34,4950,1
11,2,42,1670,0
22,5,10,936,1
13,1,49,4038,0
1,1,11,2386,0
17,0,9,3505,1
23,5,11,2770,1
1,4,38,4212,1
10,0,36,4847,0
8,0,17,4455,1
11,4,34,1727,0
16,2,29,1966,1
14,1,25,304,0
16,2,25,3679,1
17,5,32,3274,1
21,3,24,891,0
5,3,38,4192,0
16,3,9,3847,1
22,4,22,1205,0
23,0,43,1190,0
17,2,47,1707,1
7,1,15,1939,1
8,3,21,3497,1
5,2,49,166,0
4,3,26,4879,0
11,3,41,1378,0
10,1,24,4258,0
0,5,50,913,0
10,5,10,502,1
18,5,38,2102,1
8,4,18,4266,1
1,0,27,3025,0
11,4,24,3093,1
3,2,17,1186,0
3,4,48,4440,0
17,2,45,2666,1
14,2,36,4588,0
18,0,30,871,0
12,1,18,3772,0
18,0,40,3348,1
16,5,12,1769,1
5,5,44,1656,0
15,4,26,3058,0
23,2,26,1251,0
11,3,20,1317,0
18,3,31,2331,1
4,2,14,4442,0
16,0,29,4044,1
22,1,35,2142,0
0,0,25,805,0
23,2,31,2769,0
22,2,21,2213,0
9,1,37,3077,1
14,4,35,4449,1
22,4,46,4478,1
20,1,30,522,0
20,4,25,2121,1
10,3,40,3893,1
12,4,5,4231,1
4,4,8,630,1
0,4,8,190,0
23,3,30,3472,1
11,4,8,2042,1
10,5,13,3905,1
16,3,34,1340,1
3,1,49,1858,0
14,0,8,197,0
8,1,9,1579,1
20,0,49,4726,0
19,1,27,1932,0
18,5,20,2685,1
18,0,26,3747,1
11,0,41,179,0
4,2,12,4809,0
9,0,37,2323,0
16,0,42,2669,1
4,2,47,1872,0
21,4,20,4618,0
15,4,9,1223,0
6,2,20,3911,0
8,3,11,3574,1
2,0,5,2723,0
14,0,13,1503,0
15,2,22,2678,0
17,2,49,431,1
13,3,7,4848,1
2,5,28,3708,1
11,4,32,839,1
8,1,14,4706,1
6,5,13,141,1
8,4,17,3978,1
12,0,39,2049,0
17,5,27,3560,1
4,2,21,2228,0
12,3,50,4597,0
3,4,11,2254,0
1,3,20,1337,0
15,4,44,1866,0
8,5,40,1941,1
8,0,24,605,1
5,1,28,1941,0
10,3,9,4915,0
21,3,49,1494,0
23,1,10,356,0
21,3,32,1820,0
0,3,9,1171,0
3,4,43,1722,0
12,4,42,2166,0
22,1,6,1169,0
12,0,47,550,0
12,5,43,997,0
1,5,25,4936,1
8,3,44,3828,1
23,0,41,181,0
7,1,22,836,1
6,1,50,4274,0
3,4,16,4044,1
17,3,21,2307,1
2,2,41,4048,0
5,1,50,2102,0
11,3,42,1791,0
11,0,19,1279,0
20,4,11,3035,0
7,5,18,2615,1
21,0,5,561,0
21,1,42,3001,0
0,1,7,216,0
3,0,41,1754,0
20,1,48,4661,0
10,3,35,1898,0
2,1,47,759,0
12,4,17,3337,1
16,3,22,2222,1
21,2,21,3919,1
21,1,21,3443,0
9,1,15,2650,1
20,4,24,4990,1
11,4,14,1686,0
14,5,33,4782,1
20,0,38,2847,0
9,0,21,734,1
13,0,46,2982,0
12,4,17,2911,0
4,0,48,4553,0
5,0,43,4115,0
23,2,31,2839,0
1,0,30,1984,0
21,1,32,1618,0
16,5,17,721,1
3,4,16,4677,0
13,3,48,1637,0
9,5,32,2437,1
2,2,6,2094,0
2,4,41,2170,1
14,4,38,2465,0
5,1,27,2945,0
16,5,49,3138,1
11,5,33,954,0
21,0,39,2828,0
19,1,15,1015,0
23,0,37,231,0
10,0,15,1216,0
3,4,13,3693,0
5,5,18,960,0
0,0,13,393,0
19,2,43,2788,0
22,2,7,1099,0
15,5,33,2396,0
14,2,23,3785,0
16,4,40,386,1
7,1,36,549,0
11,3,11,2438,0
21,0,32,3340,0
20,3,48,2803,0
9,1,22,3216,1
14,1,9,4671,0
8,4,27,352,1
1,2,26,1519,0
4,2,30,2436,0
5,1,46,1335,0
6,4,16,1099,0
20,4,44,3860,0
0,5,23,4216,1
22,0,5,4511,0
6,2,7,2711,0
19,1,31,1546,0
11,5,22,2270,1
15,3,34,3021,0
15,2,6,3783,0
10,0,9,2361,0
20,4,33,2045,0
3,1,37,1953,0
12,2,46,699,0
6,3,24,4987,1
3,0,34,4235,0
14,0,46,3503,0
18,5,9,3090,1
8,2,25,4843,1
10,3,19,4377,0
7,0,24,4460,1
0,1,12,2918,0
22,0,35,962,0
23,3,16,4627,1
7,4,25,4155,1
12,4,34,1319,1
21,5,31,3895,1
3,2,48,4704,0
7,3,30,4642,1
2,5,37,627,0
8,0,30,3022,1
1,0,30,3304,0
1,4,40,1262,0
12,5,44,4864,1
14,4,5,3664,0
22,1,19,946,0
11,4,5,2217,0
3,1,15,3186,0
7,0,6,1870,0
8,5,5,3383,1
22,1,35,1925,0
4,5,48,3423,1
23,5,20,545,0
19,1,26,1125,0
17,2,46,1871,1
10,4,22,1459,0
14,1,21,118,0
21,0,34,660,0
8,5,14,571,1
16,3,39,127,1
11,1,25,659,0
6,4,20,2755,1
9,5,10,3336,1
9,2,7,4653,1
12,0,45,1044,0
18,2,47,4048,1
10,3,25,3756,0
12,1,17,3163,0
20,5,22,2079,1
7,1,28,2816,1
7,4,31,915,1
3,1,8,2426,0
14,0,26,2430,0
10,3,28,1102,0
10,2,44,1642,0
0,3,49,4304,0
16,5,14,1329,1
14,1,6,3405,0
19,5,44,2629,1
5,2,10,1530,0
23,5,22,4012,1
21,4,21,1632,0
14,3,42,1992,0
8,2,49,3224,1
13,2,27,1521,0
17,2,50,490,1
16,0,34,2918,1
17,3,25,1969,1
4,5,14,3060,1
19,2,47,1295,0
19,3,17,2705,0
8,2,16,957,1
10,4,13,3327,0
23,4,8,1616,1
21,4,43,1253,0
0,1,28,942,0
17,2,38,1782,1
5,1,43,394,0
1,3,45,744,0
14,1,9,3733,0
20,3,19,2235,1
13,3,8,210,0
4,3,43,683,0
5,5,12,3325,1
5,1,49,1586,0
21,5,28,4964,1
17,2,32,1748,1
13,1,47,2481,0
9,2,31,205,1
13,2,5,3653,0
12,3,38,1794,0
2,1,21,1833,0
5,2,41,481,0
7,4,42,2836,1
11,2,30,4456,0
12,4,28,1416,0
10,1,43,2802,0
11,5,25,4174,1
0,1,34,4904,0
16,5,17,1006,1
15,5,41,762,1
10,1,7,562,0
12,2,36,3002,0
17,0,39,4780,1
10,2,23,1042,0
11,2,18,257,0
5,3,26,3409,0
8,3,21,1426,1
15,2,8,2817,0
3,4,49,2768,1
2,5,44,2668,0
15,3,23,3492,0
23,2,41,2206,0
11,0,6,4899,0
10,4,19,747,0
4,1,6,3422,0
17,2,15,3038,1
18,2,49,2583,1
22,5,27,4341,1
22,4,14,3006,1
5,3,7,3125,1
21,3,9,1475,0
17,3,7,1923,1
5,1,42,344,0
3,4,17,2448,0
11,4,46,967,0
18,3,23,2961,1
1,3,44,579,0
16,5,39,2562,1
10,0,28,2035,0
10,0,28,3473,0
20,2,21,3121,0
15,2,44,3292,0
1,4,14,187,1
1,4,6,1340,0
22,1,48,672,0
7,1,27,913,0
12,0,10,278,0
9,2,6,1825,1
7,0,25,262,1
3,0,39,2740,0
14,2,33,1105,0
0,1,11,2448,0
10,5,33,2521,1
6,5,41,2855,0
16,5,27,4398,1
19,2,37,4242,0
23,3,12,4658,0
17,3,16,3841,1
21,3,50,4603,1
21,4,14,1317,0
11,1,19,2574,0
8,1,28,1029,0
4,4,30,416,1
9,0,46,1602,1
3,5,43,520,1
4,3,7,4458,0
9,5,6,1549,1
10,3,10,527,0
20,5,25,496,0
23,0,13,895,0
9,5,14,206,1
7,5,40,4149,1
1,2,7,197,0
22,5,45,2003,1
7,2,28,3670,1
15,1,26,3401,0
21,4,18,142,0
4,5,46,1677,0
2,1,49,4290,0
11,2,48,4383,0
12,5,31,484,0
12,5,37,3571,1
9,0,26,3677,0
3,1,33,3338,0
8,3,23,1796,1
21,3,23,2234,0
23,0,10,3992,0
22,2,49,2636,0
1,3,23,4421,1
18,3,17,2492,1
0,4,30,4713,1
6,1,26,3915,0
16,2,25,395,1
2,5,40,513,1
19,1,6,2095,0
19,2,48,103,0
20,3,34,277,0
2,4,31,845,0
2,1,11,4454,0
16,3,24,751,1
6,2,35,3989,0
13,1,27,3371,0
16,5,17,2582,1
17,1,21,389,1
12,3,8,902,0
19,1,18,2630,0
19,5,24,333,0
20,4,17,507,0
17,4,7,793,1
3,3,30,1269,0
0,2,30,4757,1
17,3,22,2577,1
0,4,36,531,0
12,0,18,2644,0
19,0,7,1082,0
19,1,5,3260,0
22,5,30,3144,1
9,1,28,4024,1
10,0,39,3412,0
8,4,18,4973,1
8,1,7,4418,1
4,3,17,1788,0
0,5,18,567,0
16,3,25,2716,1
21,5,30,1445,1
1,4,7,2522,1
23,1,44,4607,0
12,5,8,4821,1
8,3,40,1111,1
3,1,47,1777,0
4,1,5,3797,0
10,3,44,4997,0
23,0,37,4166,0
18,5,11,1992,1
20,3,15,2969,0
2,4,31,4450,1
11,2,18,1586,0
18,3,26,3439,1
18,1,20,1516,0
12,1,50,4957,0
6,3,16,2946,0
14,2,50,1457,0
22,3,14,4160,1
6,2,28,4760,0
7,2,50,1491,1
4,4,22,1678,0
20,5,26,3849,1
13,1,13,3725,0
3,1,21,2603,0
22,2,42,3237,0
9,1,44,3009,1
19,0,17,2764,0
14,2,41,499,0
17,1,10,4482,1
19,0,25,4057,0
12,4,40,2333,1
7,1,11,1639,1
8,0,40,336,1
15,3,29,1027,0
18,5,15,4609,1
15,3,48,519,0
6,0,18,4224,0
13,2,49,2495,0
13,2,33,760,0
3,1,14,2723,0
14,3,9,4050,1
2,2,12,549,0
4,2,50,479,0
0,3,9,1350,0
2,4,28,2559,1
14,2,44,3098,0
23,5,30,4551,1
7,0,10,2401,1
3,1,20,826,0
1,2,40,1567,0
23,5,16,2828,1
23,5,15,3252,1
9,2,7,3620,1
3,4,48,3454,0
2,0,41,515,0
1,1,10,699,0
16,2,23,3174,1
22,1,22,4274,0
20,3,20,1667,0
23,5,27,1194,0
19,5,47,3043,1
22,2,41,4253,0
12,2,13,1547,0
4,3,7,1592,0
20,4,12,2771,0
8,2,42,1558,1
21,5,8,1308,0
5,1,16,2312,0
4,0,48,1454,0
9,1,35,312,0
7,4,29,3994,1
6,0,20,4702,0
6,1,46,3063,0
5,1,18,2948,0
20,3,17,3142,1
19,4,45,3134,1
2,5,11,1832,0
18,3,16,3181,1
21,0,41,1370,0
14,5,8,4968,1
3,3,6,1629,0
11,4,39,1181,0
5,2,48,3631,0
18,2,7,1251,1
3,0,8,1822,0
14,2,42,816,0
8,3,16,4299,1
4,0,23,2290,0
12,5,14,304,1
22,4,5,3929,1
17,0,21,3209,0
4,5,20,4194,0
15,0,13,1432,0
18,1,13,2148,1
13,1,13,1949,0
15,0,16,4942,0
14,2,45,1337,0
21,1,19,2118,0
3,4,6,617,0
6,5,15,1538,1
15,3,15,4186,1
23,1,12,2152,0
21,0,36,4468,0
20,2,10,4617,0
21,3,24,2412,0
20,5,43,2359,1
7,5,39,3249,1
16,1,12,881,1
15,5,47,2813,1
22,5,38,1344,1
9,2,23,2516,1
9,2,11,1075,1
1,2,35,3591,0
8,0,22,3525,1
16,5,44,516,1
10,5,18,314,1
9,5,43,4078,1
21,4,40,1235,0
16,2,21,3875,1
3,3,41,1682,0
15,1,48,4623,0
19,3,13,832,0
14,0,24,2846,0
20,0,49,2363,0
4,5,32,4608,1
5,3,24,3904,0
16,5,45,2527,1
0,4,40,331,0
18,0,31,4453,1
3,0,12,502,0
16,3,36,4965,1
8,0,5,164,0
23,4,21,2337,1
1,4,13,1049,0
7,4,24,272,1
14,1,49,2775,0
6,4,36,1350,1
5,4,6,3148,1
0,1,36,4105,0
14,5,49,737,1
22,2,13,1048,0
6,0,34,2360,0
16,4,24,1794,1
1,0,42,4947,0
8,3,5,4857,1
8,0,9,242,0
12,5,39,4681,1
5,1,40,1560,0
5,0,5,3987,0
19,0,18,392,0
19,0,13,1743,0
20,2,34,2818,0
2,2,28,937,0
16,3,8,1137,1
16,1,18,371,1
11,0,29,2058,0
15,0,8,2469,0
14,0,29,905,0
12,0,14,3274,0
22,2,39,982,0
0,5,11,931,0
16,5,46,3271,1
2,3,17,2291,0
14,4,8,2140,0
3,1,47,1694,0
3,5,40,1726,0
17,0,18,3684,1
16,5,22,373,1
18,3,12,689,1
10,4,36,2800,0
19,5,31,682,1
2,3,46,3733,0
7,2,41,2090,1
13,4,27,1358,0
0,3,11,2966,0
13,5,16,3838,1
1,2,29,671,0
22,3,7,644,0
3,3,30,4322,0
23,5,8,4928,1
18,4,46,4612,1
5,2,40,737,0
0,0,19,140,0
16,1,36,4982,1
7,4,33,4492,1
18,2,14,1720,1
20,3,25,3772,1
0,2,20,4237,0
4,1,23,4228,0
15,5,33,1399,0
5,1,22,4811,0
7,0,48,259,0
12,0,20,2052,0
15,1,5,1831,0
2,4,6,2546,1
18,4,19,3262,1
11,3,43,1832,0
15,0,32,680,0
10,3,5,319,0
9,0,9,4574,1
19,1,46,1849,0
3,4,26,1570,0
11,4,40,4428,1
22,1,50,1494,0
1,3,17,1021,0
23,3,5,2873,0
21,2,20,4562,0
18,0,45,4676,1
4,3,26,3534,0
7,1,36,3682,1
6,3,20,1218,0
13,4,19,1965,1
23,0,50,4411,0
22,5,46,824,0
2,2,16,811,0
17,0,5,1925,1
15,4,21,4026,1
22,4,45,490,0
18,4,32,1170,1
18,4,11,4587,1
17,1,13,2865,1
19,2,26,4580,1
15,5,30,2528,1
7,4,16,4594,1
0,4,11,2247,0
16,3,50,3672,1
11,2,19,4578,0
20,0,42,2854,0
10,2,25,3363,0
4,2,18,3925,0
11,5,6,3516,0
16,2,12,2157,1
5,5,49,2411,0
0,4,10,2979,0
4,4,41,3742,0
13,1,41,2709,0
4,5,37,1530,1
21,5,45,2013,0
23,0,10,857,0
0,3,30,2234,0
17,2,43,2012,1
15,0,45,1839,0
8,5,41,3317,1
18,0,18,4856,1
21,1,41,1234,0
4,3,12,3812,1
1,5,43,864,1
14,5,17,2825,0
6,2,17,3468,0
3,3,44,3597,0
0,1,47,1772,0
12,4,32,3505,0
19,0,22,682,0
21,2,23,4866,0
6,5,42,4733,1
14,4,36,1921,0
22,1,26,1285,0
13,3,6,4625,0
22,0,17,1737,0
18,2,27,2280,1
21,5,29,288,0
23,5,32,1846,1
19,4,15,3926,1
23,4,37,2720,0
17,0,28,4045,1
9,3,6,2426,1
8,1,34,1284,1
7,3,21,2893,1
9,3,44,3046,1
16,3,38,2600,1
1,0,42,269,0
5,0,26,2845,0
4,1,9,1180,0
8,3,44,1363,1
4,0,20,4964,0
17,1,17,4553,1
19,5,30,2348,0
8,1,35,4008,1
16,3,43,1425,1
16,2,27,3277,1
11,3,16,3973,0
6,2,18,2248,0
2,1,22,1788,0
9,5,31,3085,1
1,5,32,2176,1
2,0,22,1629,0
15,5,20,1561,1
1,4,20,1502,0
23,1,17,172,0
9,0,33,4449,1
5,5,13,4134,1
21,1,30,4711,0
10,3,32,2896,0
22,5,45,4616,1
6,2,17,2593,0
14,1,40,4331,0
5,0,13,3676,0
19,3,18,132,0
8,4,16,2794,1
21,3,36,4473,0
19,5,42,4945,1
11,2,7,3698,0
18,3,20,2492,1
19,4,24,4212,1
2,0,36,2971,0
14,1,27,2777,0
1,2,21,1501,0
20,4,20,917,0
1,5,42,1760,1
21,5,12,4662,1
2,5,23,4823,1
5,2,34,2538,0
14,3,38,3083,0
9,2,18,1310,1
8,5,26,699,1
0,4,48,1946,1
15,1,21,1955,0
5,1,19,1987,0
8,2,36,779,1
3,5,17,3352,1
1,0,25,1935,0
3,2,44,4130,0
0,5,37,2277,0
18,3,31,248,1
9,1,39,1595,1
20,1,20,1844,0
14,1,32,1746,0
21,0,38,3095,0
18,5,5,1772,1
15,5,45,2039,0
20,5,35,757,1
23,5,40,3767,1
21,0,48,1153,0
3,4,37,4171,0
1,2,37,676,0
12,2,43,3195,0
0,5,22,3131,1
16,3,27,4918,1
12,1,27,4879,0
3,0,19,4937,0
6,3,30,3072,0
16,3,34,4048,1
8,5,29,2145,1
3,0,49,4036,0
18,2,20,3048,1
0,1,43,1727,0
9,2,49,1588,1
3,3,18,4245,1
8,1,21,4298,1
12,4,16,4563,1
13,3,33,1035,0
9,2,36,3663,1
5,2,28,3729,0
15,5,17,1814,1
5,2,24,1902,0
16,0,19,1520,0
9,3,8,3691,1
17,1,38,3620,1
21,2,32,3411,0
17,5,6,2405,1
2,5,34,2095,0
19,2,30,2067,0
20,0,30,3814,0
14,5,24,4135,1
14,1,46,4585,0
3,3,32,4968,1
8,4,24,3558,1
18,0,15,493,0
23,5,14,4878,1
16,3,27,3830,1
10,4,41,4465,1
8,2,45,4344,1
9,2,23,127,1
17,1,49,3591,1
19,4,22,4361,0
12,2,31,1273,0
7,2,10,438,1
6,5,14,1168,0
16,1,6,941,0
20,3,28,4384,0
22,2,42,4846,0
14,0,32,393,0
19,0,32,1957,0
14,3,49,1422,0
0,4,43,1747,0
13,1,6,4998,0
4,5,50,3720,0
10,0,9,4626,0
15,0,15,3194,0
1,3,14,3591,0
7,4,47,3595,1
10,4,6,4682,0
17,3,19,3901,1
2,0,43,188,0
0,1,45,4466,0
10,0,41,2056,0
15,4,11,999,1
17,5,24,3577,1
15,0,38,1844,0
22,1,39,4473,0
9,2,38,2353,1
17,0,26,3761,0
5,3,35,3060,0
18,2,27,1733,1
3,3,23,961,0
12,3,8,4801,1
23,3,28,1113,0
13,0,24,3399,0
2,4,43,1606,0
9,2,32,3305,1
5,1,43,4903,0
0,4,21,1077,0
22,0,23,3561,0
23,3,39,1917,0
13,1,36,3784,0
7,2,50,4158,1
18,4,50,2734,1
13,5,43,4915,1
9,4,39,3766,1
16,1,34,1048,1
8,0,21,573,0
5,2,46,667,0
10,1,33,3532,0
6,3,10,4123,0
16,2,21,2358,1
0,4,21,3244,0
21,1,18,4410,0
4,4,28,2082,0
8,4,41,1196,1
17,4,44,3670,1
23,0,43,3490,0
20,4,36,2772,0
1,3,40,3746,1
10,3,41,2519,0
5,2,18,4379,0
7,5,31,3448,1
3,4,23,773,0
17,4,35,2902,1
10,1,50,2469,0
4,0,13,4630,0
14,5,42,1166,1
17,2,21,787,1
1,5,23,168,0
21,4,48,2203,0
10,1,8,519,0
12,0,15,4098,0
3,2,26,2697,0
21,5,8,4438,1
6,2,21,2224,0
10,4,12,3992,1
21,2,50,539,0
23,1,38,1386,0
3,2,15,1308,0
14,3,35,1178,0
0,1,15,2663,0
22,5,42,3723,1
2,0,25,1353,0
13,0,50,3457,0
5,4,34,3309,1
17,4,14,3649,1
0,3,30,714,0
5,5,31,3178,0
5,0,12,2823,0
20,0,43,3590,0
15,0,12,3643,0
4,0,12,4615,0
16,2,38,2000,1
9,5,20,4471,1
20,1,45,1812,0
17,1,17,2429,1
6,3,27,3719,0
2,2,16,1294,0
12,0,31,1478,0
14,0,26,1412,0
19,4,36,3015,1
18,4,31,849,1
2,3,6,400,0
3,0,49,4795,0
4,3,37,4082,1
0,2,30,4724,0
3,1,32,3937,0
11,0,23,377,0
23,5,47,4858,1
9,2,9,2658,1
22,0,37,4017,0
20,5,24,2261,1
19,4,34,4775,0
23,3,49,1489,0
12,4,12,790,0
22,1,42,4832,0
13,4,21,3568,0
22,0,48,1948,0
4,5,5,3916,1
3,4,7,1039,1
13,0,50,3282,0
9,1,30,3409,1
16,5,35,2150,1
9,4,12,1846,1
6,3,47,2551,0
15,3,50,124,0
0,5,12,2656,1
16,3,39,160,1
20,4,43,222,0
8,4,32,2202,1
5,5,8,1286,1
18,4,20,1830,1
12,0,17,4741,0
2,1,24,4189,0
6,3,9,2572,0
21,0,41,3065,0
8,5,24,2377,1
21,3,28,4187,1
4,0,40,3064,0
9,4,38,1410,1
22,5,49,254,1
16,5,38,2312,1
11,3,23,3353,1
22,4,21,1362,0
15,3,9,1462,0
2,2,29,1037,0
21,0,22,611,0
8,2,12,286,1
14,0,31,1945,0
4,1,19,1802,0
22,5,49,490,0
12,3,17,754,0
13,1,20,4371,0
19,1,26,2921,0
14,5,24,863,0
15,5,17,3500,1
22,0,24,4906,0
12,2,6,3367,0
16,4,39,1185,1
22,0,23,2029,0
7,4,49,4476,1
20,1,41,2063,0
1,4,10,1885,0
4,2,18,2374,0
5,0,8,2786,0
11,5,26,3068,1
17,2,43,4672,1
21,2,40,815,0
21,0,38,342,0
0,5,31,4015,1
16,2,11,1623,1
10,5,7,937,0
9,3,37,3423,1
18,3,6,3053,1
13,3,46,1445,0
9,4,20,2523,1
14,2,29,2128,0
18,0,19,1532,1
3,0,28,339,0
1,4,19,238,1
8,0,35,3293,1
9,3,18,519,1
10,2,18,403,0
13,0,10,2262,0
6,0,18,2126,0
22,1,21,4202,0
14,1,22,2326,0
21,1,24,1268,0
18,2,21,515,1
21,3,20,2813,0
14,5,44,249,0
23,3,43,2544,0
7,3,36,938,1
10,2,48,1796,0
8,2,13,4439,1
14,1,31,2010,0
0,0,50,1521,0
0,4,37,3101,0
18,4,14,1420,1
2,5,21,4135,1
9,0,40,1623,1
7,5,21,3978,1
14,1,22,652,0
9,5,27,3856,1
0,0,38,3771,0
17,0,12,581,0
1,4,17,699,1
18,1,27,1264,0
12,2,24,4778,0
21,5,26,4332,1
0,4,27,1103,0
1,5,45,2082,1
15,5,39,1734,1
14,2,7,3097,0
12,1,38,786,0
15,0,37,3514,0
16,3,50,1859,1
20,5,21,2580,1
6,3,49,1437,0
23,1,23,214,0
16,3,34,4057,1
6,5,27,668,1
12,2,19,1653,0
4,3,18,2789,1
16,1,6,4690,1
2,1,43,3440,0
6,2,22,3088,0
16,3,10,3251,1
6,3,36,3627,1
20,0,25,3115,0
0,4,44,921,0
16,1,32,3674,1
16,0,31,3887,1
10,1,6,1708,0
2,0,37,659,0
14,4,20,4163,1
20,0,43,4535,0
10,1,26,711,0
15,3,47,2263,0
21,1,17,1981,0
8,5,6,4269,1
23,2,18,3963,0
23,2,42,3808,0
0,5,45,1809,1
21,2,32,1861,0
15,2,11,1792,0
8,4,22,1345,1
18,3,45,225,1
11,3,40,4852,0
18,1,45,1299,1
21,5,40,2811,1
8,0,48,3546,0
6,1,8,1090,0
13,1,34,3165,0
18,1,28,1621,1
18,1,24,4828,1
1,3,50,2598,1
8,0,35,2665,1
12,1,28,4890,0
14,3,11,2697,0
2,1,30,215,0
10,2,17,1131,0
20,1,12,1341,0
13,5,9,1842,0
7,5,48,3738,1
17,1,17,4499,1
18,4,33,4190,1
15,2,24,2075,0
1,0,18,4283,0
7,1,36,4503,1
21,0,31,4997,0
5,2,29,263,0
11,1,8,3410,0
14,4,25,3488,1
7,3,22,1095,1
3,4,43,1977,1
14,4,19,1923,0
19,3,42,2395,0
16,3,28,3364,1
12,5,12,1448,0
17,3,32,1903,1
1,1,25,2351,0
12,0,20,3000,0
12,5,20,1693,1
21,5,39,532,1
14,0,21,3917,0
19,5,13,1170,0
9,3,39,4700,1
2,4,33,214,0
18,2,43,1539,1
2,3,22,1890,0
21,4,16,1094,0
13,4,23,4418,1
7,5,26,4831,1
22,1,19,4867,0
3,1,5,1057,0
19,5,6,195,1
10,5,12,2254,1
10,0,26,731,0
10,0,29,3784,0
1,2,6,1801,0
16,2,13,797,1
8,2,13,131,0
1,2,17,4974,0
23,4,10,648,0
14,4,34,2348,0
15,0,19,1993,0
3,1,19,2934,0
7,5,11,1803,1
8,1,15,1256,1
4,3,44,443,0
15,4,42,4172,1
12,2,44,3562,0
6,2,6,2348,0
19,3,43,1044,0
16,1,14,3980,1
2,2,48,2150,0
4,1,21,3385,0
18,5,11,2955,1
11,3,44,1430,0
6,1,43,2103,0
8,5,8,3715,1
5,1,39,1887,0
16,1,40,2346,1
15,2,35,3772,0
22,0,29,2255,0
2,4,45,3579,1
20,1,17,3120,0
3,1,22,151,0
9,1,25,2259,1
4,0,5,4490,0
20,5,40,3751,1
21,3,12,4015,1
9,2,25,2212,1
11,0,47,2721,0
9,5,25,4660,1
12,1,31,4829,0
10,5,23,1454,1
21,0,27,3854,0
15,0,47,309,0
7,0,39,337,0
7,3,44,435,1
7,4,46,3938,1
12,2,9,1676,0
1,3,45,599,0
11,3,12,1664,0
9,4,15,890,1
11,3,20,3640,0
10,0,43,3222,0
14,0,28,1235,0
15,5,25,4044,1
16,1,27,2448,1
